10  8.94923
20  8.99744
30  9.02598
40  9.08857
50  9.09173
60  9.10722
70  9.13724
80  9.12782
90  9.13277
100  9.14615
110  9.14408
120  9.14704
130  9.14988
140  9.15641
150  9.1555
160  9.15705
170  9.15845
180  9.16004
190  9.16153
